MD파일명,매칭된_Notion제목,상태,점수
2007년 교육청 고3이과 4월 공통범위 15 [4.00점] 문과.md,2007년 교육청 고1공통 6월 15 [4.00점],SUCCESS,98.4
2007년 교육청 고3이과 4월 공통범위 16 [4.00점] 문과.md,2007년 교육청 고1공통 6월 16 [4.00점],SUCCESS,98.4
2007년 교육청 고3이과 4월 공통범위 17 [4.00점] 문과.md,2007년 교육청 고1공통 6월 17 [3.00점],SUCCESS,98.4
2007년 교육청 고3이과 4월 공통범위 18 [3.00점] 문과.md,2007년 교육청 고1공통 6월 18 [4.00점],SUCCESS,98.4
2007년 교육청 고3이과 4월 공통범위 19 [3.00점].md,2007년 교육청 고3이과 4월 공통범위 19 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 2 [2.00점].md,2007년 교육청 고3이과 4월 공통범위 2 [2.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 20 [4.00점].md,2007년 교육청 고3이과 4월 공통범위 20 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 21 [3.00점].md,2007년 교육청 고3이과 4월 공통범위 21 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 22 [3.00점].md,2007년 교육청 고3이과 4월 공통범위 22 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 23 [4.00점] 문과.md,2007년 교육청 고1공통 6월 23 [3.00점],SUCCESS,98.4
2007년 교육청 고3이과 4월 공통범위 24 [4.00점] 문과.md,2007년 교육청 고1공통 6월 24 [3.00점],SUCCESS,98.4
2007년 교육청 고3이과 4월 공통범위 25 [3.00점].md,2007년 교육청 고3이과 4월 공통범위 25 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 3 [2.00점].md,2007년 교육청 고3이과 4월 공통범위 3 [2.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 4 [3.00점].md,2007년 교육청 고3이과 4월 공통범위 4 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 5 [3.00점] 문과.md,2007년 교육청 고1공통 6월 5 [3.00점],SUCCESS,96.7
2007년 교육청 고3이과 4월 공통범위 6 [3.00점] 문과.md,2007년 교육청 고1공통 6월 6 [3.00점],SUCCESS,96.7
2007년 교육청 고3이과 4월 공통범위 7 [3.00점].md,2007년 교육청 고3이과 4월 공통범위 7 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 8 [3.00점].md,2007년 교육청 고3이과 4월 공통범위 8 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 공통범위 9 [4.00점] 문과.md,2007년 교육청 고1공통 6월 9 [4.00점],SUCCESS,96.7
2007년 교육청 고3이과 4월 이산수학 26 [3.00점].md,2007년 교육청 고3이과 4월 이산수학 26 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 이산수학 27 [3.00점].md,2007년 교육청 고3이과 4월 이산수학 27 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 이산수학 28 [3.00점].md,2007년 교육청 고3이과 4월 이산수학 28 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 이산수학 29 [4.00점].md,2007년 교육청 고3이과 4월 이산수학 29 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 이산수학 30 [4.00점].md,2007년 교육청 고3이과 4월 이산수학 30 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 확률과 통계 27 [3.00점].md,2007년 교육청 고3이과 4월 확률과 통계 27 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 확률과 통계 29 [4.00점].md,2007년 교육청 고3이과 4월 확률과 통계 29 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 4월 확률과 통계 30 [4.00점].md,2007년 교육청 고3이과 4월 확률과 통계 30 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 1.md,2007년 교육청 고3이과 7월 공통범위 1,SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 10 [4.00점] 문과.md,2007년 교육청 고1공통 6월 10 [3.00점],SUCCESS,98.4
2007년 교육청 고3이과 7월 공통범위 11 [3.00점] 문과.md,2007년 교육청 고1공통 6월 11 [3.00점],SUCCESS,98.4
2007년 교육청 고3이과 7월 공통범위 12 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 12 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 13 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 13 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 14 [4.00점] 문과.md,2007년 교육청 고1공통 6월 14 [3.00점],SUCCESS,98.4
2007년 교육청 고3이과 7월 공통범위 15 [3.00점].md,2007년 교육청 고3이과 7월 공통범위 15 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 16 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 16 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 17 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 17 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 18 [3.00점].md,2007년 교육청 고3이과 7월 공통범위 18 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 19 [3.00점].md,2007년 교육청 고3이과 7월 공통범위 19 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 2 [2.00점].md,2007년 교육청 고3이과 7월 공통범위 2 [2.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 20 [3.00점] 문과.md,2007년 교육청 고1공통 6월 20 [4.00점],SUCCESS,98.4
2007년 교육청 고3이과 7월 공통범위 21 [3.00점].md,2007년 교육청 고3이과 7월 공통범위 21 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 22 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 22 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 23 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 23 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 24 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 24 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 25 [4.00점].md,2007년 교육청 고3이과 7월 공통범위 25 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 3 [2.00점].md,2007년 교육청 고3이과 7월 공통범위 3 [2.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 4 [3.00점].md,2007년 교육청 고3이과 7월 공통범위 4 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 5 [3.00점] 문과.md,2007년 교육청 고1공통 6월 5 [3.00점],SUCCESS,96.7
2007년 교육청 고3이과 7월 공통범위 6 [3.00점].md,2007년 교육청 고3이과 7월 공통범위 6 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 공통범위 7 [3.00점] 문과.md,2007년 교육청 고1공통 6월 7 [3.00점],SUCCESS,96.7
2007년 교육청 고3이과 7월 공통범위 8 [3.00점] 문과.md,2007년 교육청 고1공통 6월 8 [4.00점],SUCCESS,96.7
2007년 교육청 고3이과 7월 공통범위 9 [3.00점].md,2007년 교육청 고3이과 7월 공통범위 9 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 이산수학 26 [3.00점].md,2007년 교육청 고3이과 7월 이산수학 26 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 이산수학 27 [3.00점].md,2007년 교육청 고3이과 7월 이산수학 27 [3.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 이산수학 28 [4.00점].md,2007년 교육청 고3이과 7월 이산수학 28 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 이산수학 29 [4.00점].md,2007년 교육청 고3이과 7월 이산수학 29 [4.00점],SUCCESS,150.0
2007년 교육청 고3이과 7월 이산수학 30 [4.00점].md,2007년 교육청 고3이과 7월 이산수학 30 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 1.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 10.md,2007년(2008학년도) 경찰대학 고3공통 7월 10 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 11.md,2007년(2008학년도) 경찰대학 고3공통 7월 11 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 12.md,2007년(2008학년도) 경찰대학 고3공통 7월 12 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 13.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 14.md,2007년(2008학년도) 경찰대학 고3공통 7월 14 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 15.md,2007년(2008학년도) 경찰대학 고3공통 7월 15 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 16.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 17.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 18.md,2007년(2008학년도) 경찰대학 고3공통 7월 18 [5.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 19.md,2007년(2008학년도) 경찰대학 고3공통 7월 19 [5.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 2.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 20.md,2007년(2008학년도) 경찰대학 고3공통 7월 20 [5.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 21.md,2007년(2008학년도) 경찰대학 고3공통 7월 21 [3.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 22.md,2007년(2008학년도) 경찰대학 고3공통 7월 22 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 23.md,2007년(2008학년도) 경찰대학 고3공통 7월 23 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 24.md,2007년(2008학년도) 경찰대학 고3공통 7월 24 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 25.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 3.md,2007년(2008학년도) 경찰대학 고3공통 7월 3 [3.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 4.md,2007년(2008학년도) 경찰대학 고3공통 7월 4 [3.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 5.md,2007년(2008학년도) 경찰대학 고3공통 7월 5 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 6.md,2007년(2008학년도) 경찰대학 고3공통 7월 6 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 7.md,2007년(2008학년도) 경찰대학 고3공통 7월 7 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 8.md,2007년(2008학년도) 경찰대학 고3공통 7월 8 [4.00점],SUCCESS,150.0
2007년(2008학년도) 경찰대학 고3공통 7월 9.md,2007년(2008학년도) 경찰대학 고3공통 7월 9 [4.00점],SUCCESS,150.0
2007년(2008학년도) 사관학교 고3문과 7월 1 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 10 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 10 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 11 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 11 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 12 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 12 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 13 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 14 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 14 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 15 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 15 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 16 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 17 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 18 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 18 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 19 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 19 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 2 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 20 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 20 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 21 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 21 [3.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 22 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 22 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 23 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 23 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 24 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 24 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 25 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3문과 7월 26 [3.00점] 이과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 26 [3.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3문과 7월 27 [3.00점] 이과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 27 [3.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3문과 7월 28 [4.00점] 이과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 28 [4.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3문과 7월 29 [4.00점] 이과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 29 [4.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3문과 7월 3 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 3 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 30 [4.00점] 이과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 30 [4.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3문과 7월 4 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 4 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 5 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 5 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 6 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 6 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 7 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 7 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 8 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 8 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3문과 7월 9 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 9 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 1 [2.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 10 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 10 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 11 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 11 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 12 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 12 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 13 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 14 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 14 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 15 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 15 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 16 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 17 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 18 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 18 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 19 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 19 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 2 [2.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 20 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 20 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 21 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 21 [3.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 22 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 22 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 23 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 23 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 24 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 24 [4.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 25 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,126.0
2007년(2008학년도) 사관학교 고3이과 7월 26 [3.00점] 문과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 26 [3.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3이과 7월 27 [3.00점] 문과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 27 [3.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3이과 7월 28 [4.00점] 문과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 28 [4.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3이과 7월 29 [4.00점] 문과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 29 [4.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3이과 7월 3 [2.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 3 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 30 [4.00점] 문과.md,2021년(2022학년도) 사관학교 고3공통 7월 기하 30 [4.00점],SUCCESS,89.2
2007년(2008학년도) 사관학교 고3이과 7월 4 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 4 [3.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 5 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 5 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 6 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 6 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 7 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 7 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 8 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 8 [4.00점],SUCCESS,125.0
2007년(2008학년도) 사관학교 고3이과 7월 9 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 9 [4.00점],SUCCESS,125.0
2007년(2008학년도) 평가원 고3문과 11월 11 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 11 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 15 [4.00점].md,2007년(2008학년도) 평가원 고3문과 11월 15 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 18 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 18 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 19 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 19 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 20 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 20 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 21 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 21 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 23 [4.00점].md,2007년(2008학년도) 평가원 고3문과 11월 23 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 24 [4.00점].md,2007년(2008학년도) 평가원 고3문과 11월 24 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 26 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 26 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 27 [4.00점].md,2007년(2008학년도) 평가원 고3문과 11월 27 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 28 [4.00점].md,2007년(2008학년도) 평가원 고3문과 11월 28 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 29 [4.00점].md,2007년(2008학년도) 평가원 고3문과 11월 29 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 3 [2.00점].md,2007년(2008학년도) 평가원 고3문과 11월 3 [2.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 30 [4.00점].md,2007년(2008학년도) 평가원 고3문과 11월 30 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 4 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 4 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 5 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 5 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 6 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 6 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 7 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 7 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 8 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 8 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 9 [3.00점].md,2007년(2008학년도) 평가원 고3문과 11월 9 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 11월 공통범위 1 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,95.4
2007년(2008학년도) 평가원 고3문과 11월 공통범위 10 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 10 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 11월 공통범위 12 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 12 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 11월 공통범위 13 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 11월 공통범위 14 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 14 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 11월 공통범위 16 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 11월 공통범위 17 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 11월 공통범위 2 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,95.4
2007년(2008학년도) 평가원 고3문과 11월 공통범위 22 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 22 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 11월 공통범위 25 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 6월 10 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 10 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 11 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 11 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 12 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 12 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 14 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 14 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 18 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 18 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 19 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 19 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 20 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 20 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 21 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 21 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 22 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 22 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 23 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 23 [4.00점],SUCCESS,150.0
